no,ranking,bookname,authors,publisher,publication_year,isbn13,addition_symbol,class_no,class_nm,loan_count,sales_point,price,page_count,review_count,average_rating,최다연령대_여성,최다연령대_남성,성비_여성,20~30대_남성,20~30대_여성,분류,대출수준,단행/시리즈,중분류,소분류,data,키워드
4915,4900,유품정리사 :정명섭 장편소설,지은이: 정명섭,한겨레출판,2019,9791160402544,A03810,813.7,문학 > 한국문학 > 소설,336.0,674,12600,396.0,21.0,8.9,40.0,40.0,0.8,4.1,38.900000000000006,한국소설,하위권,단행본, 한국문학 , 소설,"유품정리사 :정명섭 장편소설,9791160402544","[""성장"", ""상실"", ""추억"", ""극복""]"
4916,4900,10층 큰 나무 아파트에 음악회가 열려요,부시카 에쓰코 글 ;김정화 옮김,미래엔,2022,9791168411005,A74830,833.6,문학 > 일본문학 > 소설,336.0,175,10800,36.0,41.0,10.0,30.0,30.0,0.9,3.4,47.5,초등1~2학년,하위권,단행본, 일본문학 , 소설,"10층 큰 나무 아파트에 음악회가 열려요,9791168411005","[""음악회"", ""아파트"", ""나무"", ""어린이""]"
4919,4900,보통 이하의 것들,지은이: 조르주 페렉 ;옮긴이: 김호영,녹색광선,2023,9791198375315,A03860,864.0,문학 > 프랑스문학 > 수필,336.0,4645,19800,212.0,12.0,9.0,40.0,30.0,0.8,8.1,35.1,외국에세이,하위권,단행본, 프랑스문학 , 수필,"보통 이하의 것들,9791198375315","['힐링', '관계', '성장', '일상']"
4920,4920,우리가 다시 만날 세계 :황모과 장편소설,지은이: 황모과,문학과지성사,2022,9788932039497,A03810,813.7,문학 > 한국문학 > 소설,335.0,562,12600,259.0,4.0,8.9,30.0,40.0,0.8,6.800000000000001,60.3,과학소설(SF),하위권,단행본, 한국문학 , 소설,"우리가 다시 만날 세계 :황모과 장편소설,9788932039497","[""SF"", ""인간"", ""기억"", ""미래"", ""관계""]"
4923,4920,마음을 보내려는 마음 :박연준 에세이,지은이: 박연준,창비,2024,9788936439576,A03810,814.7,문학 > 한국문학 > 수필,335.0,2805,12600,216.0,9.0,8.6,40.0,50.0,0.9,2.5,32.4,한국에세이,하위권,단행본, 한국문학 , 수필,"마음을 보내려는 마음 :박연준 에세이,9788936439576","[""에세이"", ""관계"", ""성장"", ""위로"", ""사랑""]"
4924,4920,하하 자매 떡집,김리리 글 ;김이랑 그림,비룡소,2023,9788949162539,A74800,813.7,문학 > 한국문학 > 소설,335.0,5669,11700,100.0,1.0,10.0,40.0,40.0,0.8,6.0,15.2,동화/명작/고전,하위권,시리즈, 한국문학 , 소설,"하하 자매 떡집,9788949162539","[""성장"", ""성장통"", ""우정"", ""가족"", ""첫사랑""]"
4926,4920,빵빵! 무슨 일이야?,오무라 토모코 글·그림 ;고향옥 옮김,길벗어린이,2016,9788955823516,A77830,833.6,문학 > 일본문학 > 소설,335.0,702,11700,36.0,18.0,9.6,30.0,40.0,0.9,6.4,53.4,그림책,하위권,단행본, 일본문학 , 소설,"빵빵! 무슨 일이야?,9788955823516","[""동화"", ""소리"", ""놀이"", ""반복""]"
4927,4920,마음사전,지은이: 김소연,마음산책,2008,9788960900271,A03810,818.0,문학 > 한국문학 > 르포르타주 및 기타,335.0,13809,13500,320.0,38.0,8.8,30.0,30.0,0.8,10.8,40.9,한국에세이,하위권,단행본, 한국문학 , 르포르타주 및 기타,"마음사전,9788960900271","[""에세이"", ""마음"", ""성장""]"
4928,4920,용기를 내! 할 수 있어,글: 다카바타케 준코 ;옮김: 김숙,북뱅크,2019,9788966350940,A77830,833.6,문학 > 일본문학 > 소설,335.0,160,11700,36.0,11.0,9.8,30.0,40.0,0.9,0.0,42.9,그림책,하위권,단행본, 일본문학 , 소설,"용기를 내! 할 수 있어,9788966350940","[""도전"", ""용기"", ""성장""]"
4931,4920,천둥이 :사람을 구하는 개,글·그림: 김현주,지학사,2020,9791162040843,A73810,813.7,문학 > 한국문학 > 소설,335.0,194,11700,48.0,4.0,10.0,40.0,40.0,0.9,4.5,26.1,초등1~2학년,하위권,단행본, 한국문학 , 소설,"천둥이 :사람을 구하는 개,9791162040843","[""구조"", ""헌신"", ""영웅"", ""우정"", ""감동""]"
4932,4920,"결국, 마음에 닿는 건 예쁜 말이다",윤설 지음,페이지2북스,2025,9791169851381,A03810,818.0,문학 > 한국문학 > 르포르타주 및 기타,335.0,2174,15750,288.0,29.0,9.9,40.0,40.0,0.8,8.4,21.6,한국에세이,하위권,단행본, 한국문학 , 르포르타주 및 기타,"결국, 마음에 닿는 건 예쁜 말이다,9791169851381","[""관계"", ""사랑"", ""공감"", ""치유""]"
4933,4920,멜론은 어쩌다 :아밀 소설집,지은이: 아밀,김영사,2025,9791173323188,A03810,813.7,문학 > 한국문학 > 소설,335.0,12932,16020,332.0,32.0,9.1,20.0,40.0,0.9,2.3,57.6,과학소설(SF),하위권,단행본, 한국문학 , 소설,"멜론은 어쩌다 :아밀 소설집,9791173323188","[""성장"", ""청춘"", ""기억"", ""사랑""]"
4935,4920,부서진 여름 :이정명 장편소설,지은이: 이정명,은행나무,2021,9791191071573,A03810,813.7,문학 > 한국문학 > 소설,335.0,1452,13050,372.0,41.0,8.6,40.0,50.0,0.8,7.2,31.3,한국소설,하위권,단행본, 한국문학 , 소설,"부서진 여름 :이정명 장편소설,9791191071573","[""성장"", ""청춘"", ""가족"", ""사랑"", ""추억""]"
4936,4920,할미 분식 :할미잼 그림책,글·그림: 할미잼,트리앤북,2023,9791196864590,A74810,813.7,문학 > 한국문학 > 소설,335.0,290,13500,40.0,11.0,9.9,40.0,40.0,0.8,5.2,35.099999999999994,그림책,하위권,단행본, 한국문학 , 소설,"할미 분식 :할미잼 그림책,9791196864590","[""그림"", ""할머니"", ""잼"", ""사랑"", ""추억""]"
4937,4937,"사서함 110호의 우편물 :네 사랑이 무사하기를, 내 사랑도 무사하니까",이도우 지음,알에이치코리아,2013,9788925550091,A03810,813.7,문학 > 한국문학 > 소설,334.0,2242,10800,472.0,37.0,9.0,20.0,20.0,0.9,7.0,57.9,로맨스소설,하위권,단행본, 한국문학 , 소설,"사서함 110호의 우편물 :네 사랑이 무사하기를, 내 사랑도 무사하니까,9788925550091","[""성장"", ""우정"", ""일상"", ""청춘"", ""편지""]"
4938,4937,이적의 단어들,지은이: 이적,김영사,2023,9788934978831,A03810,818.0,문학 > 한국문학 > 르포르타주 및 기타,334.0,3979,13320,224.0,57.0,9.3,40.0,40.0,0.8,8.8,23.7,명사에세이,하위권,단행본, 한국문학 , 르포르타주 및 기타,"이적의 단어들,9788934978831","[""에세이"", ""가사"", ""진솔함"", ""위로"", ""성장""]"
4943,4937,어제저녁,백희나,스토리보울,2011,9788996478218,A77800,813.8,문학 > 한국문학 > 소설,334.0,2036,10800,14.0,26.0,9.4,30.0,30.0,0.8,7.8,60.2,그림책,하위권,단행본, 한국문학 , 소설,"어제저녁,9788996478218","[""드라마"", ""가족"", ""기억"", ""상실"", ""회복""]"
4944,4937,서영동 이야기 :조남주 연작소설,지은이: 조남주,한겨레엔,2022,9791160407563,A03810,813.7,문학 > 한국문학 > 소설,334.0,1059,13500,244.0,50.0,8.8,40.0,50.0,0.7,6.0,27.2,한국소설,하위권,단행본, 한국문학 , 소설,"서영동 이야기 :조남주 연작소설,9791160407563","[""성장"", ""여성"", ""가족"", ""관계"", ""공감""]"
4945,4937,순교자! :카베 악바르 장편소설,지은이: 카베 악바르 ;옮긴이: 강동혁,은행나무,2025,9791167375599,A03840,843.6,문학 > 영미문학 > 소설,334.0,4376,17100,536.0,12.0,9.7,40.0,50.0,0.8,5.1000000000000005,30.1,영미소설,하위권,단행본, 영미문학 , 소설,"순교자! :카베 악바르 장편소설,9791167375599","[""순교"", ""카베"", ""악바르"", ""역사"", ""종교""]"
4947,4937,감당 못 할 전학생,심순 글 ;하수정 그림,마음이음,2024,9791192183787,A73810,813.7,문학 > 한국문학 > 소설,334.0,4171,12150,176.0,39.0,10.0,40.0,40.0,0.8,1.9,10.7,동화/명작/고전,하위권,단행본, 한국문학 , 소설,"감당 못 할 전학생,9791192183787","[""전학"", ""학교"", ""외모"", ""편견"", ""우정""]"
4948,4937,카카듀 :박서련 장편소설,지은이: 박서련,안온북스,2024,9791192638331,A03810,813.7,문학 > 한국문학 > 소설,334.0,741,15120,360.0,23.0,9.6,30.0,50.0,0.8,8.9,37.1,역사소설,하위권,단행본, 한국문학 , 소설,"카카듀 :박서련 장편소설,9791192638331","[""성장"", ""청춘"", ""일상"", ""우정""]"
4949,4937,혼자 있는 시간이 나를 만든다,래띠 지음,필름,2024,9791193262108,A03810,818.0,문학 > 한국문학 > 르포르타주 및 기타,334.0,371,16200,232.0,28.0,10.0,30.0,20.0,0.7,13.7,42.1,한국에세이,하위권,단행본, 한국문학 , 르포르타주 및 기타,"혼자 있는 시간이 나를 만든다,9791193262108","[""성찰"", ""고독"", ""성장"", ""내면""]"
4950,4937,기적을 담는 카메라,요시쓰키 세이 지음 ;김양희 옮김,모모,2024,9791193358702,A03830,833.6,문학 > 일본문학 > 소설,334.0,2637,13500,244.0,2.0,8.0,40.0,20.0,0.6,30.3,12.0,일본소설,하위권,단행본, 일본문학 , 소설,"기적을 담는 카메라,9791193358702","[""신비"", ""기억"", ""순수"", ""사랑""]"
4951,4937,간질 간질 간질,지은이: 히노쿠마 미사키 ;옮긴이: 유하나,곰세마리,2022,9791197849626,A77830,833.6,문학 > 일본문학 > 소설,334.0,538,9000,22.0,3.0,10.0,30.0,40.0,0.9,2.8,47.2,그림책,하위권,단행본, 일본문학 , 소설,"간질 간질 간질,9791197849626","[""동화"", ""추억"", ""사랑"", ""이별""]"
4952,4952,엄마를 구해 줘 :이명하 그림책,지은이: 이명하,웅진씽크빅,2018,9788901226668,A74810,813.7,문학 > 한국문학 > 소설,333.0,179,12600,56.0,28.0,10.0,30.0,30.0,0.9,7.8,48.5,그림책,하위권,단행본, 한국문학 , 소설,"엄마를 구해 줘 :이명하 그림책,9788901226668","[""가족"", ""감동"", ""사랑"", ""성장"", ""용기""]"
4953,4952,"나와 스크러피, 그리고 바다",글·그림: 앤서니 브라운 ;옮김: 장미란,웅진씽크빅,2023,9788901267289,A74800,843.0,문학 > 영미문학 > 소설,333.0,1193,12600,32.0,20.0,9.9,40.0,40.0,0.9,1.9,24.5,그림책,하위권,단행본, 영미문학 , 소설,"나와 스크러피, 그리고 바다,9788901267289","[""성장"", ""우정"", ""모험"", ""자연""]"
4954,4952,아름다운 꼴찌,글: 이철환 ;그림: 장경혜,알에이치코리아,2014,9788925552026,A73810,813.7,문학 > 한국문학 > 소설,333.0,2514,9900,31.0,6.0,9.7,40.0,40.0,0.9,1.5,16.9,초등1~2학년,하위권,단행본, 한국문학 , 소설,"아름다운 꼴찌,9788925552026","[""성장"", ""우정"", ""학교"", ""꿈""]"
4955,4952,여신 뷔페 :류즈위 단편집,지은이: 류즈위 ;옮긴이: 김이삭,민음사,2025,9788937428814,A03820,823.7,문학 > 중국문학 > 소설,333.0,1290,15300,300.0,4.0,9.6,30.0,50.0,0.9,3.2,45.8,세계의 소설,하위권,단행본, 중국문학 , 소설,"여신 뷔페 :류즈위 단편집,9788937428814","[""로맨스"", ""사랑"", ""우정"", ""성장""]"
4956,4952,알레프,지은이: 호르헤 루이스 보르헤스 ;옮긴이: 송병선,민음사,2012,9788937462818,A04800,873.0,문학 > 스페인문학 > 소설,333.0,4881,9900,234.0,12.0,8.8,20.0,20.0,0.6,25.8,29.8,스페인/중남미소설,하위권,시리즈, 스페인문학 , 소설,"알레프,9788937462818","[""SF"", ""시간"", ""여행"", ""기억"", ""정체성""]"
4957,4952,봄눈,지은이: 미시마 유키오 ;손혜경,민음사,2020,9788937479830,A04830,833.6,문학 > 일본문학 > 소설,333.0,4686,16200,536.0,8.0,8.4,30.0,20.0,0.4,40.7,21.5,일본소설,하위권,단행본, 일본문학 , 소설,"봄눈,9788937479830","[""성장"", ""청춘"", ""아픔"", ""희망""]"
4959,4952,외모 대여점 :이시카와 히로치카 장편소설,지은이: 이시카와 히로치카 ;옮긴이: 양지윤,한국경제신문 한경BP,2022,9788947548403,A03830,833.6,문학 > 일본문학 > 소설,333.0,604,13500,288.0,44.0,9.3,40.0,20.0,0.7,15.5,28.5,일본소설,하위권,단행본, 일본문학 , 소설,"외모 대여점 :이시카와 히로치카 장편소설,9788947548403","[""판타지"", ""변신"", ""관계"", ""정체성""]"
4961,4952,아직 멀었다는 말 :권여선 소설,지은이: 권여선,문학동네,2020,9788954670630,A03810,813.62,문학 > 한국문학 > 소설,333.0,5951,13500,284.0,33.0,9.4,30.0,30.0,0.8,10.4,42.8,한국소설,하위권,단행본, 한국문학 , 소설,"아직 멀었다는 말 :권여선 소설,9788954670630","[""성장"", ""관계"", ""성찰"", ""시간"", ""인생""]"
4962,4952,"도와줘, 늑대가 나타났어!",세드릭 라마디에 글 ;조연진 옮김,길벗어린이,2015,9788955823431,A77560,863.0,문학 > 프랑스문학 > 소설,333.0,1283,11700,22.0,8.0,9.8,30.0,30.0,0.9,5.3,50.0,그림책,하위권,단행본, 프랑스문학 , 소설,"도와줘, 늑대가 나타났어!,9788955823431","[""동화"", ""늑대"", ""모험"", ""용기"", ""탈출""]"
4963,4952,(동화) 강아지똥,권정생 글 ;이기영 해설,길벗어린이,2024,9788955827644,A77810,813.6,문학 > 한국문학 > 소설,333.0,1837,18000,68.0,24.0,9.9,40.0,40.0,0.8,3.7,14.0,초등 전학년,하위권,단행본, 한국문학 , 소설,"(동화) 강아지똥,9788955827644","[""우정"", ""성장"", ""용기"", ""사랑"", ""행복""]"
4964,4952,깜깜이,이영림 글·그림,한림출판사,2019,9788970940885,A77810,813.7,문학 > 한국문학 > 소설,333.0,145,11700,40.0,5.0,10.0,40.0,40.0,0.8,7.3,34.5,그림책,하위권,단행본, 한국문학 , 소설,"깜깜이,9788970940885","[""미스터리"", ""추리"", ""공포"", ""스릴러"", ""저주""]"
4965,4952,다만 여행자가 될 수 있다면,지은이: 박완서,문학동네,2025,9791141601706,A04810,814.62,문학 > 한국문학 > 수필,333.0,7258,15120,248.0,8.0,9.2,40.0,40.0,0.8,3.6,18.700000000000003,한국에세이,하위권,단행본, 한국문학 , 수필,"다만 여행자가 될 수 있다면,9791141601706","[""여행"", ""일상"", ""성장"", ""모험""]"
4966,4952,신을 죽인 여자들,지은이: 클라우디아 피녜이로 ;옮긴이: 엄지영,푸른숲,2023,9791156754497,A03870,873.0,문학 > 스페인문학 > 소설,333.0,851,16650,424.0,80.0,9.5,40.0,50.0,0.8,5.4,28.200000000000003,추리/미스터리소설,하위권,단행본, 스페인문학 , 소설,"신을 죽인 여자들,9791156754497","[""페미니즘"", ""여성"", ""관계"", ""증언"", ""폭력""]"
4967,4952,코끼리는 1학년,나가시마 히로미 글·그림 ;김소연 옮김,책읽는곰,2025,9791158365189,A77830,833.6,문학 > 일본문학 > 소설,333.0,703,13500,40.0,7.0,10.0,40.0,40.0,0.9,0.0,27.3,그림책,하위권,단행본, 일본문학 , 소설,"코끼리는 1학년,9791158365189","[""동물"", ""학습"", ""우정""]"
4968,4952,개마법사 쿠키와 화요일 밤의 귀신,이승민 글 ;조승연 그림,천개의바람,2024,9791165735814,A73810,813.7,문학 > 한국문학 > 소설,333.0,371,11700,96.0,5.0,10.0,40.0,40.0,0.9,0.0,18.8,동화/명작/고전,하위권,단행본, 한국문학 , 소설,"개마법사 쿠키와 화요일 밤의 귀신,9791165735814","[""판타지"", ""마법사"", ""귀신"", ""밤"", ""쿠키""]"
4969,4952,느림보 챔피언 허달미,정연철 글 ;심보영 그림,천개의바람,2025,9791165736088,A73810,813.7,문학 > 한국문학 > 소설,333.0,724,10800,112.0,2.0,10.0,40.0,50.0,0.8,0.0,7.5,동화/명작/고전,하위권,단행본, 한국문학 , 소설,"느림보 챔피언 허달미,9791165736088","[' 판타지', ' 챔피언', ' 감성', ' 성장']"
4970,4952,돈이 사라진 날,글: 고정욱 ;그림: 김다정,한솔수북,2021,9791170287766,A74810,813.7,문학 > 한국문학 > 소설,333.0,433,11700,120.0,5.0,9.3,40.0,40.0,0.9,0.4,19.7,동화/명작/고전,하위권,단행본, 한국문학 , 소설,"돈이 사라진 날,9791170287766","[""미스터리"", ""돈"", ""도둑"", ""반전"", ""추적""]"
4972,4972,더블 =Double,정해연 지음,웅진씽크빅,2013,9788901152721,A03810,813.7,문학 > 한국문학 > 소설,332.0,81,10800,351.0,18.0,8.3,30.0,40.0,0.7,8.6,39.1,액션/스릴러소설,하위권,단행본, 한국문학 , 소설,"더블 =Double,9788901152721","[""성장"", ""모험"", ""가족"", ""우정""]"
4973,4972,코딱지 코지의 콧구멍 탈출 작전 :허정윤 그림책,글·그림: 허정윤,웅진씽크빅,2022,9788901266893,A74810,813.7,문학 > 한국문학 > 소설,332.0,195,12600,44.0,0.0,0.0,40.0,40.0,0.9,0.0,34.0,그림책,하위권,단행본, 한국문학 , 소설,"코딱지 코지의 콧구멍 탈출 작전 :허정윤 그림책,9788901266893","[""모험"", ""코딱지"", ""상상력"", ""용기"", ""탈출""]"
4974,4972,시큰둥이 고양이,소피 블랙올 글·그림 ;김서정 옮김,알에이치코리아,2022,9788925578880,A77840,843.0,문학 > 영미문학 > 소설,332.0,1242,12600,40.0,13.0,9.9,40.0,40.0,0.9,1.7,20.4,그림책,하위권,단행본, 영미문학 , 소설,"시큰둥이 고양이,9788925578880","[""코미디"", ""일상"", ""반려동물"", ""성장"", ""우정""]"
4976,4972,온 :안미옥 시집,지은이: 안미옥,창비,2017,9788936424084,A03810,811.7,문학 > 한국문학 > 시,332.0,7729,11700,136.0,7.0,8.4,20.0,20.0,0.8,9.8,60.4,시,하위권,단행본, 한국문학 , 시,"온 :안미옥 시집,9788936424084","[""시"", ""사랑"", ""이별"", ""상실"", ""치유""]"
4977,4972,솔라리스,지은이: 스타니스와프 렘 ;옮긴이: 최성은,민음사,2022,9788937444708,A04890,892.95,문학 > 기타 제문학 > 인도-유럽계문학,332.0,3557,15300,492.0,12.0,9.4,30.0,40.0,0.6,19.9,29.4,과학소설(SF),하위권,단행본, 기타 제문학 , 인도-유럽계문학,"솔라리스,9788937444708","[""SF"", ""외계"", ""인간"", ""변신"", ""우주""]"
4980,4972,"70세 사망법안, 가결",가키야 미우 지음 ;김난주 옮김,사람in,2018,9788960496767,A03830,833.6,문학 > 일본문학 > 소설,332.0,1516,13500,396.0,28.0,8.4,40.0,40.0,0.7,10.2,28.3,일본소설,하위권,단행본, 일본문학 , 소설,"70세 사망법안, 가결,9788960496767","[""법안"", ""사망"", ""가결""]"
4981,4972,마음 방울 채집 :곁을 맴도는 100가지 행복의 순간,글·그림: 무운,밝은세상,2023,9788984374584,A02810,818.0,문학 > 한국문학 > 르포르타주 및 기타,332.0,2738,17820,240.0,51.0,9.9,40.0,40.0,0.9,3.2,41.2,사진/그림 에세이,하위권,단행본, 한국문학 , 르포르타주 및 기타,"마음 방울 채집 :곁을 맴도는 100가지 행복의 순간,9788984374584","[""감성"", ""위로"", ""행복"", ""순간""]"
4982,4972,하늘에서 음식이 내린다면,쥬디 바레트 글;홍연미 옮김,토토북,2007,9788990611338,A73840,843.0,문학 > 영미문학 > 소설,332.0,2704,12600,32.0,13.0,9.4,30.0,40.0,0.9,5.6000000000000005,53.2,4~7세,하위권,단행본, 영미문학 , 소설,"하늘에서 음식이 내린다면,9788990611338","[""코미디"", ""괴짜"", ""요리"", ""재난"", ""날씨""]"
4983,4972,그 무렵 누군가,히가시노 게이고 지음 ;이혁재 옮김,재인,2014,9788990982520,A03830,833.6,문학 > 일본문학 > 소설,332.0,1002,12420,336.0,13.0,7.9,30.0,30.0,0.7,16.2,41.6,추리/미스터리소설,하위권,단행본, 일본문학 , 소설,"그 무렵 누군가,9788990982520","[""성장"", ""성장통"", ""우정"", ""학창시절"", ""기억""]"
4984,4972,묵향 :전동조 장편 판타지 소설,지은이: 전동조,스카이미디어,2006,9788992133067,A04810,813.6,문학 > 한국문학 > 소설,332.0,1309,8100,416.0,6.0,8.7,30.0,30.0,0.4,32.4,24.7,무협소설,하위권,시리즈, 한국문학 , 소설,"묵향 :전동조 장편 판타지 소설,9788992133067","[""무협"", ""판타지"", ""모험"", ""전투"", ""복수""]"
4988,4972,귀신 선생님과 또 다른 세계 :남동윤 만화,지은이: 남동윤,사계절출판사,2022,9791160949339,A77810,810.0,문학 > 한국문학 > 한국문학,332.0,1219,15300,236.0,29.0,9.7,40.0,40.0,0.9,0.8,13.3,TV/만화/영화,하위권,단행본, 한국문학 , 한국문학,"귀신 선생님과 또 다른 세계 :남동윤 만화,9791160949339","[""판타지"", ""귀신"", ""학원"", ""이세계""]"
4989,4972,여름맛,글: 천미진 ;그림: 신진호,발견,2020,9791164631704,A77810,813.7,문학 > 한국문학 > 소설,332.0,1036,10800,36.0,7.0,10.0,40.0,40.0,0.9,2.1,31.4,그림책,하위권,단행본, 한국문학 , 소설,"여름맛,9791164631704","[""성장"", ""청춘"", ""우정"", ""모험""]"
4990,4972,재혼 황후 =알파타르트 장편소설 /Remarried empress,지은이: 알파타르트,해피북스투유,2019,9791164790289,A04810,813.7,문학 > 한국문학 > 소설,332.0,3080,12600,500.0,33.0,9.3,40.0,40.0,0.9,3.0,44.5,로맨스소설,하위권,시리즈, 한국문학 , 소설,"재혼 황후 =알파타르트 장편소설 /Remarried empress,9791164790289","[""로맨스"", ""황후"", ""복수"", ""정치"", ""회귀""]"
4991,4972,숲의 신 :리즈 무어 장편소설,지은이: 리즈 무어 ;옮긴이: 소슬기,은행나무,2025,9791167375803,A03840,843.6,문학 > 영미문학 > 소설,332.0,17225,18900,696.0,17.0,8.8,40.0,40.0,0.8,5.0,33.4,영미소설,하위권,단행본, 영미문학 , 소설,"숲의 신 :리즈 무어 장편소설,9791167375803","[""판타지"", ""숲"", ""신"", ""사랑""]"
4992,4972,지구 특똥대,엘리프 요낫 토가이 글 ;서희준 옮김,계수나무,2022,9791192056562,A77830,839.45,문학 > 일본문학 > 기타 아시아 제문학,332.0,51,12600,36.0,3.0,10.0,40.0,30.0,0.9,7.7,30.8,초등1~2학년,하위권,단행본, 일본문학 , 기타 아시아 제문학,"지구 특똥대,9791192056562","[""SF"", ""행성"", ""탐험"", ""외계인"", ""우주""]"
4993,4972,특명! 냉장고를 구출하라!,멀리사 코피 글 ;장미란 옮김,피카주니어,2023,9791192869070,A77840,843.0,문학 > 영미문학 > 소설,332.0,448,15120,32.0,16.0,10.0,30.0,40.0,0.8,5.2,48.3,그림책,하위권,단행본, 영미문학 , 소설,"특명! 냉장고를 구출하라!,9791192869070","[""미스터리"", ""반전"", ""스릴러"", ""음모""]"
4994,4972,오늘은 어떤 낱말을 건져 볼까?,키아라 소렌티노 글 ;서남희 옮김,피카주니어,2024,9791192869193,A77880,883.0,문학 > 이탈리아문학 > 소설,332.0,1009,13500,40.0,13.0,10.0,30.0,40.0,0.9,0.0,43.0,그림책,하위권,단행본, 이탈리아문학 , 소설,"오늘은 어떤 낱말을 건져 볼까?,9791192869193","[""판타지"", ""모험"", ""우정"", ""성장"", ""마법""]"
4996,4995,까만 토끼,필리파 레더스 글·그림 ;최지현 옮김,알에이치코리아,2013,9788925550459,A73840,843.0,문학 > 영미문학 > 소설,331.0,402,9000,40.0,8.0,9.3,30.0,30.0,0.9,6.4,46.2,그림책,하위권,단행본, 영미문학 , 소설,"까만 토끼,9788925550459","[""동화"", ""교훈"", ""우정"", ""성장"", ""모험""]"
4997,4995,오싹오싹 좀비 금붕어,글: 모 오하라 ;번역: 지혜연,예림당,2022,9788930264914,A74840,843.0,문학 > 영미문학 > 소설,331.0,175,10800,192.0,14.0,10.0,40.0,40.0,0.9,0.9,14.3,동화/명작/고전,하위권,시리즈, 영미문학 , 소설,"오싹오싹 좀비 금붕어,9788930264914","[""공포"", ""좀비"", ""금붕어"", ""스릴러"", ""괴기""]"
4998,4995,봄이 오리,지은이: 한연진,보림출판사,2025,9788943317799,A77810,813.7,문학 > 한국문학 > 소설,331.0,1084,13500,32.0,9.0,10.0,30.0,30.0,0.8,8.6,30.9,그림책,하위권,단행본, 한국문학 , 소설,"봄이 오리,9788943317799","[""힐링"", ""성장"", ""우정"", ""용기""]"
4999,4995,"아빠, 나한테 물어봐",버나드 와버 글 ;이수지 그림·옮김,비룡소,2015,9788949113609,A74800,843.0,문학 > 영미문학 > 소설,331.0,3761,12600,40.0,23.0,9.7,30.0,40.0,0.9,4.8,40.3,그림책,하위권,시리즈, 영미문학 , 소설,"아빠, 나한테 물어봐,9788949113609","[""성장"", ""관계"", ""가족"", ""이별"", ""사랑""]"
